Code,Name,Country,Exchange,Currency,Type,ISIN
WHR,Whirlpool Corporation,US,NYSE,USD,Common Stock,US9633201069
WING,Wingstop,US,NASDAQ,USD,Common Stock,US9741551033
WLK,Westlake Corporation,US,NYSE,USD,Common Stock,US9604131022
WMG,Warner Music Group,US,NASDAQ,USD,Common Stock,US9345502036
WMS,Advanced Drainage Systems,US,NYSE,USD,Common Stock,US00790R1041
WPC,W. P. Carey,US,NYSE,USD,Common Stock,US92936U1097
WSO,Watsco,US,NYSE,USD,Common Stock,US9426222009
WTFC,Wintrust Financial,US,NASDAQ,USD,Common Stock,US97650W1080
WTRG,Essential Utilities,US,NYSE,USD,Common Stock,US29670G1022
WTS,Watts Water Technologies,US,NYSE,USD,Common Stock,US9427491025
WU,Western Union,US,NYSE,USD,Common Stock,US9598021098
WWD,Woodward Inc.,US,NASDAQ,USD,Common Stock,US9807451037
XPO,XPO Inc. (XPO Logistics),US,NYSE,USD,Common Stock,US9837931008
XRAY,Dentsply Sirona,US,NASDAQ,USD,Common Stock,US24906P1093
ZION,Zions Bancorporation,US,NASDAQ,USD,Common Stock,US9897011071
