Code,Name,Country,Exchange,Currency,Type,Isin
TXN,Texas Instruments,US,NASDAQ,USD,Common Stock,
TXT,Textron,US,NYSE,USD,Common Stock,
TYL,Tyler Technologies,US,NYSE,USD,Common Stock,
UAL,United Airlines Holdings,US,NASDAQ,USD,Common Stock,
UDR,UDR Inc.,US,NYSE,USD,Common Stock,
UHS,Universal Health Services,US,NYSE,USD,Common Stock,
ULTA,Ulta Beauty,US,NASDAQ,USD,Common Stock,
UNH,UnitedHealth Group,US,NYSE,USD,Common Stock,
UNP,Union Pacific Corporation,US,NYSE,USD,Common Stock,
UPS,United Parcel Service,US,NYSE,USD,Common Stock,
URI,United Rentals,US,NYSE,USD,Common Stock,
USB,U.S. Bancorp,US,NYSE,USD,Common Stock,
V,Visa Inc.,US,NYSE,USD,Common Stock,
VICI,VICI Properties,US,NYSE,USD,Common Stock,
VLO,Valero Energy,US,NYSE,USD,Common Stock,
VMC,Vulcan Materials Company,US,NYSE,USD,Common Stock,
VNO,Vornado Realty Trust,US,NYSE,USD,Common Stock,
VRSK,Verisk Analytics,US,NASDAQ,USD,Common Stock,
VRSN,VeriSign,US,NASDAQ,USD,Common Stock,
VRTX,Vertex Pharmaceuticals,US,NASDAQ,USD,Common Stock,
VTR,Ventas,US,NYSE,USD,Common Stock,
VTRS,Viatris,US,NASDAQ,USD,Common Stock,
VZ,Verizon Communications,US,NYSE,USD,Common Stock,
WAB,Wabtec Corporation,US,NYSE,USD,Common Stock,
WAT,Waters Corporation,US,NYSE,USD,Common Stock,
WBA,Walgreens Boots Alliance,US,NYSE,USD,Common Stock,
WBD,Warner Bros. Discovery,US,NASDAQ,USD,Common Stock,
WDC,Western Digital,US,NASDAQ,USD,Common Stock,
WEC,WEC Energy Group,US,NYSE,USD,Common Stock,
WELL,Welltower,US,NYSE,USD,Common Stock,
WFC,Wells Fargo & Co.,US,NYSE,USD,Common Stock,
WHR,Whirlpool Corporation,US,NYSE,USD,Common Stock,
WM,Waste Management,US,NYSE,USD,Common Stock,
WMB,Williams Companies (The),US,NYSE,USD,Common Stock,
WMT,Walmart Inc.,US,NYSE,USD,Common Stock,
WRB,W. R. Berkley Corporation,US,NYSE,USD,Common Stock,
WSM,Williams-Sonoma Inc.,US,NYSE,USD,Common Stock,
WTW,Willis Towers Watson plc,UK,NYSE,USD,Common Stock,
WY,Weyerhaeuser,US,NYSE,USD,Common Stock,
WYNN,Wynn Resorts,US,NASDAQ,USD,Common Stock,
XEL,Xcel Energy,US,NASDAQ,USD,Common Stock,
XOM,Exxon Mobil,US,NYSE,USD,Common Stock,
XRAY,Dentsply Sirona,US,NASDAQ,USD,Common Stock,
XYL,Xylem Inc.,US,NYSE,USD,Common Stock,
YUM,Yum! Brands,US,NYSE,USD,Common Stock,
ZBH,Zimmer Biomet Holdings,US,NYSE,USD,Common Stock,
ZBRA,Zebra Technologies,US,NASDAQ,USD,Common Stock,
ZION,Zions Bancorporation,US,NASDAQ,USD,Common Stock,
ZTS,Zoetis,US,NYSE,USD,Common Stock,
